Name,Global_Sales
PachiPara 3D,0.02
Earth Defense Force 2017 (old JP sales),0.02
I Doll U,0.02
Star Trek: Legacy,0.02
Sengoku Hime: Senran ni Mau Otometachi,0.02
GTI Club: Supermini Festa!,0.02
Syberia II,0.02
Paranormal Pursuit: The Gifted One,0.02
Command & Conquer Collection,0.02
Marvel Superheroes 3D: Grandmaster's Challenge,0.02
A Vampyre Story,0.02
Monster Trux Offroad,0.02
The Sims 4: Luxury Party Stuff,0.02
Sniper Elite,0.02
Achtung Panzer: Kharkov 1943,0.02
Mission: Impossible - Operation Surma,0.02
Sora no Otoshimono Forte: Dreamy Season,0.02
Romance of the Three Kingdoms XII,0.02
Hiiro no Kakera Portable,0.02
Trigger Man,0.02
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,0.02
Antz Extreme Racing,0.02
Wand of Fortune R,0.02
Rugby World Cup 2015,0.02
Majesty 2 Collection,0.02
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,0.02
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,0.02
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",0.02
Harukanaru Toki no Naka de 6,0.02
Triggerheart Exelica,0.02
Jet Impulse,0.02
Games Explosion!,0.02
Gummy Bears Magical Medallion,0.02
Saenai Kanojo no Sodatekata: Blessing Flowers,0.02
Berserk and the Band of the Hawk,0.02
Tennis no Oji-Sama: Card Hunter,0.02
Brave: The Video Game,0.02
Night Wizard the Video Game: Denial of the World,0.02
Enemy Territory: Quake Wars,0.02
Portable Island: Tenohira Resort,0.02
Sengoku Efuda Yuugi: Hototogisu Ran,0.02
Tokyo Friend Park II DS,0.02
Adventure Time: The Secret of the Nameless ,0.02
Kao the Kangaroo Round 2,0.02
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,0.02
Dead Rising 2,0.02
Robopon 2: Ring Version,0.02
Mark McMorris Infinite Air,0.02
Sid Meier's Civilization Revolution 2+,0.02
Dream Dancer,0.02
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,0.02
Dragon Tales: Dragon Adventures,0.02
Powerbike,0.02
Colin McRae Rally 2005,0.02
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,0.02
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,0.02
Gaku ? Ou: The Royal Seven Stars,0.02
Quantum Break,0.02
Online Chess Kingdoms,0.02
Rayman 10th Anniversary,0.02
RollerCoaster Tycoon: Gold Edition,0.02
Race Driver: Create & Race,0.02
Storm Lover Kai!!,0.02
Minna to Issho,0.02
Nurarihyon no Mago: Hyakki Ryouran Taisen,0.02
FIFA Soccer 08,0.02
Enkaku Sousa: Sana e no 23 Hiai,0.02
Pac-Man Championship Edition 2 + Arcade Game Series,0.02
Command & Conquer 4: Tiberian Twilight,0.02
Hummer Badlands,0.02
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,0.02
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,0.02
Oyaku de Asoberu DS Ehon: Ukkari Penelope,0.02
Iron Soldier 3,0.02
UNO 52,0.02
Tiger & Bunny: Hero's Day,0.02
Turbo: Super Stunt Squad,0.02
Turbo: Super Stunt Squad,0.02
Pachinko Kaou: Misora Hibari,0.02
Accel World: Kasoku no Chouten,0.02
Poupee Girl DS,0.02
Choro Q,0.02
Just Cause,0.02
Narcissus: Moshimo Ashita ga Runara,0.02
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,0.02
IHRA Drag Racing: Sportsman Edition,0.02
"Sharin no Kuni, Himawari no Shoujo",0.02
Simple DS Series Vol. 42: The Haioku Byoutou,0.02
Drone Tactics,0.02
So-Ra-No-Wo-To: Otome no Gojuusou,0.02
Technic Beat,0.02
Dance! It's Your Stage,0.02
Worldwide Soccer Manager 2006,0.02
I Love Horses: Rider's Paradise,0.02
DuckTales: Remastered,0.02
Yume Neko DS,0.02
Germany's Next Topmodel 2011,0.02
Dream C Club,0.02
Assetto Corsa,0.02
SBK Superbike World Championship,0.02
Memories Off 6: Next Relation,0.02
Meiji Toukyou Renka: Twilight Kiss,0.02
Scared Rider Xechs,0.02
4 Play Collection - Dark Mysteries,0.02
Vitamin X: Detective B6,0.02
Misshitsu no Sacrifice,0.02
Evil Genius,0.02
Ouran Koukou Host Bu,0.02
King's Quest: The Complete Collection,0.02
Lotus Challenge,0.02
Imperium Romanum,0.02
Football Manager 2007,0.01
Ferrari: The Race Experience,0.01
Dragon Zakura DS,0.01
Chameleon: To Dye For!,0.01
Sora no Otoshimono: DokiDoki Summer Vacation,0.01
Shinseiki Evangelion: Battle Orchestra Portable,0.01
Blackthorne,0.01
Donkey Kong Jungle Beat,0.01
DokuSui: DokiDoki Suikoden,0.01
Contrast,0.01
Bomberman (jp sales),0.01
Blazblue: Continuum Shift Extend,0.01
S.Y.K: Shinsetsu Saiyuuki,0.01
Black Cat,0.01
Smart Kid's Mega Game Mix,0.01
Space Invaders Revolution,0.01
Wiffle Ball Advance,0.01
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,0.01
Wand of Fortune: Mirai e no Prologue Portable,0.01
Secret Game Portable,0.01
Sengoku Hime: Senran ni Mau Otometachi,0.01
SpongeBob: HeroPants,0.01
Kimi no Yuusha,0.01
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),0.01
Period Cube: Torikago no Amadeus,0.01
Nobunaga no Yabou Online: Houou no Shou,0.01
Cosmetic Paradise: Make no Kiseki,0.01
Turok,0.01
Legoland,0.01
Nobunaga no Yabou DS,0.01
Winter Sports 3: The Great Tournament,0.01
Valentino Rossi: The Game,0.01
Wand of Fortune Portable,0.01
Sengoku,0.01
Republique,0.01
Sousaku Alice to Oujisama!,0.01
Ship Simulator 2008,0.01
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),0.01
Brave: The Video Game,0.01
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,0.01
Ten Pin Alley 2,0.01
NBA 2K17,0.01
Postman Pat: Special Delivery Service,0.01
Himawari: Pebble in the Sky Portable,0.01
Rise of Flight: Iron Cross Edition,0.01
WRC 5: FIA World Rally Championship,0.01
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,0.01
NiGHTS into dreams...,0.01
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,0.01
Guild Wars: Factions,0.01
Shinobi Koutsutsu,0.01
WinBack 2: Project Poseidon,0.01
Kaitou Rousseau,0.01
GunParade Orchestra: Ao no Shou,0.01
Totally Spies! Totally Party,0.01
Puyo Pop Fever,0.01
Super Stardust Ultra VR,0.01
Total War Attila: Tyrants & Kings,0.01
Wizardry XTH: Unlimited Students,0.01
Instant Brain,0.01
Coronation Street: The Mystery of the Missing Hotpot Recipe,0.01
Dead Rising,0.01
Abunai: Koi no Sousa Shitsu,0.01
MLB 15: The Show,0.01
Azure Striker Gunvolt,0.01
Penguins of Madagascar,0.01
Magic Encyclopedia: Moonlight,0.01
Don Bradman Cricket 14,0.01
SoulLink Extension,0.01
Codename: Panzers Phase Two,0.01
Winning Post 7 Maximum 2008,0.01
Samurai Shodown Anthology (JP sales),0.01
Sangoku Koi Senki: Otome no Heihou!,0.01
Alfa Romeo Racing Italiano,0.01
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",0.01
The Last Remnant,0.01
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,0.01
Super Robot Taisen XO,0.01
Aquaman: Battle for Atlantis,0.01
Raven's Cry,0.01
Call of Juarez,0.01
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,0.01
Unreal Tournament 2003,0.01
Neverwinter Nights 2: Mask of the Betrayer,0.01
Mortal Kombat: Tournament Edition,0.01
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.01
Diary Girl,0.01
Shitsuji ga Aruji o Erabu Toki,0.01
Rayman Raving Rabbids,0.01
War for the Overworld,0.01
World Poker Tour,0.01
Best Of Tests,0.01
Infinite Stratos 2: Love and Purge,0.01
Honda ATV Fever,0.01
Umihara Kawase Jun: Second Edition Kanzenban,0.01
50 Classic Games,0.01
Psycho-Pass,0.01
Fab 5 Soccer,0.01
Destiny Links,0.01
Egg Mania: Eggstreme Madness,0.01
Pro Angler Moves,0.01
WRC: FIA World Rally Championship,0.01
Sakura Sakura: Haru Urara,0.01
Rocksmith 2014 Edition Remastered,0.01
Uta no * Prince-Sama: Sweet Serenade,0.01
Higurashi no Naku Koro ni Iki,0.01
The Legend of Heroes: Trails in the Sky Third Chapter,0.01
Road Trip: Shifting Gears,0.01
Rewrite,0.01
Darksiders: Warmastered Edition,0.01
Major Dream: Major Wii Nagero! Gyroball!!,0.01
"Iza, Shutsujin! Koisen",0.01
Grand Theft Auto III,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou,0.01
Datenshi no Amai Yuuwaku x Kaikan Phrase,0.01
Grooverider: Slot Car Thunder,0.01
Super PickUps,0.01
Bakumatsu Koihana: Shinsengumi DS,0.01
Digger Simulator,0.01
Miyako: Awayuki no Utage,0.01
LifeSigns: Surgical Unit,0.01
Konami Classics Vol. 2,0.01
The Technomancer,0.01
Football Manager Live,0.01
Aeon Flux,0.01
Marginal #4: Idol of Supernova,0.01
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,0.01
Kana: Imouto,0.01
Rock N' Roll Racing,0.01
Impossible Creatures,0.01
Serious Sam II,0.01
Football Academy,0.01
GoGo's Crazy Bones,0.01
Norn + Nonette: Last Era,0.01
Nodame Cantabile,0.01
Games Around the World,0.01
Hitotsu Tobashi Renai V,0.01
Blitzkrieg 2 Anthology,0.01
DoDonPachi Saidaioujou,0.01
Last Escort: Club Katze,0.01
Fuuraiki 3,0.01
Phantasy Star Online 2 Episode 4: Deluxe Package,0.01
1/2 Summer +,0.01
Winning Post 7 Maximum 2008,0.01
SBK09 Superbike World Championship,0.01
Tears to Tiara: Kakan no Daichi Portable,0.01
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,0.01
Ninja Gaiden Sigma 2,0.01
UEFA Champions League 2006-2007,0.01
Monster Rancher Advance 2,0.01
Big Hero 6: Battle in the Bay,0.01
Dr. Slump & Arale-Chan,0.01
Madden NFL 13,0.01
Umineko no Naku Koro ni Portable 1,0.01
Festa!! Hyper Girls Party,0.01
Geten no Hana: Yume Akari,0.01
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,0.01
Vanark,0.01
Game Book DS: Sword World 2.0,0.01
WTA Tour Tennis,0.01
Fernbus Simulator,0.01
Furious Karting,0.01
IL-2 Sturmovik,0.01
NHL 16,0.01
Pet Shop Monogatari DS 2,0.01
Monkey Madness: Island Escape,0.01
Chokkan! Asonde Relaxuma,0.01
Hot Wheels: Stunt Track Challenge / World Race,0.01
Minna no Conveni,0.01
Accel World: Kasoku no Chouten,0.01
Azure Striker Gunvolt: Striker Pack,0.01
SoulCalibur Legends (JP sales),0.01
Theatre Of War,0.01
Izumo 2,0.01
Entaku no Seito: Students of Round,0.01
Bratz: Forever Diamondz,0.01
Smiley World: Island Challenge,0.01
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,0.01
Isshoni Gohan. Portable,0.01
King of Fighters 2002: Unlimited Match Tougeki Ver.,0.01
Hanayamata: Yosakoi Live,0.01
Malice,0.01
htoL#NiQ: The Firefly Diary,0.01
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,0.01
Virtua Tennis 3,0.01
Wallace & Gromit: Curse of the Were-Rabbit,0.01
Worms: WMD,0.01
Ouka Sengoku Portable,0.01
Shepherd's Crossing,0.01
The Book of Unwritten Tales 2,0.01
Dark Parables: The Exiled Prince,0.01
Tactics Layer: Ritina Guard Senki,0.01
Hyakka Yakou,0.01
San-X Character Channel: All-Star Daishuugou!,0.01
Fuun Shinsengumi Bakumatsuden Portable,0.01
Doki-Doki Universe,0.01
Sega Golf Club: Miyazato San Kyoudai Naizou,0.01
Rozen Maiden: Gebetgarten,0.01
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,0.01
Homeworld Remastered Collection,0.01
Princess Arthur,0.01
Brain Exercise With Dr. Kawashima,0.01
Sherlock Holmes: The Devil's Daughter,0.01
Sakura-Sou no Pet na Kanojo,0.01
Fatal Fury: Battle Archives Volume 2 (JP sales),0.01
Toro to Morimori,0.01
Tantei Jinguuji Saburo: Hai to Diamond,0.01
Satisfashion,0.01
Truck Racer,0.01
Metal Slug Anthology,0.01
Shorts,0.01
K-1 Grand Prix,0.01
Rave Master: Special Attack Force!,0.01
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,0.01
Casper,0.01
AKB1/48: Idol to Guam de Koishitara...,0.01
Adventure Time: The Secret of the Nameless ,0.01
Football Manager 2005,0.01
Hakuoki: Reimeiroku DS,0.01
BattleForge,0.01
Turbo Trainz,0.01
Ro-Kyu-Bu! Secret Photo Op,0.01
Barbie and Her Sisters Puppy Rescue,0.01
Caladrius,0.01
Duel Love: Koisuru Otome wa Shouri no Megami,0.01
Super Robot Monkey Team: Game Boy Advance Video Volume 1,0.01
Freekstyle,0.01
Mystery Legends: Beauty and the Beast,0.01
Tomoyo After: It's a Wonderful Life CS Edition,0.01
Bunmei Kaika: Aoiza Ibunroku Saien,0.01
Groovin' Blocks,0.01
Aa Megami-samaa,0.01
Rail Simulator,0.01
Banjo-Kazooie,0.01
Monster High: New Ghoul in School,0.01
Bakumatsu Rock,0.01
Prototype: Biohazard Bundle,0.01
Far East of Eden II: Manji Maru,0.01
Family Jockey,0.01
Spider-Man: Friend or Foe,0.01
Thunder Alley,0.01
Resistance Dual Pack,0.01
BlazBlue: Calamity Trigger,0.01
Nyaruko-San: Nafushigatai Game no You na Mono,0.01
Agatha Christie's The ABC Murders,0.01
Samurai Warriors: Sanada Maru,0.01
Sengoku Basara 2 Heroes,0.01
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,0.01
Victory Spike,0.01
Harry Potter and the Chamber of Secrets,0.01
Double Sequence: The Q-Virus Invasion,0.01
Brothers in Arms: Furious 4,0.01
MXGP 2,0.01
Densetsu no Yuusha no Densetsu: Legendary Saga,0.01
Hi Hi Puffy AmiYumi: The Genie & the Amp,0.01
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,0.01
Order Up!!,0.01
Marvel: Ultimate Alliance,0.01
Dance with Devils,0.01
Battle Worlds: Kronos,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,0.01
Kao the Kangaroo,0.01
Jewel Quest II,0.01
Builder's Block,0.01
Seisou no Amazones,0.01
Mahjong Taikai IV,0.01
F.E.A.R. Perseus Mandate,0.01
Farming Simulator 15 Expansion Pack,0.01
Lumo,0.01
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,0.01
Agarest Senki: Re-appearance,0.01
Military History: Commander - Europe at War,0.01
Ultraman Fighting Evolution 0,0.01
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,0.01
Deus Ex,0.01
Aquaman: Battle for Atlantis,0.01
Jinsei Game Q DS: Shouwa no Dekigoto,0.01
Strider (2014),0.01
Doraemon Wii: Himitsu Douguou Ketteisen!,0.01
Goku Makaimura Kai,0.01
No Fate! Only the Power of Will,0.01
Captain Morgane and the Golden Turtle,0.01
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,0.01
PDC World Championship Darts 2009,0.01
Crows: Burning Edge,0.01
Simple DS Series Vol. 41: The Bakudan Shori-Han,0.01
Nitroplus Blasterz: Heroines Infinite Duel,0.01
Kurogane Kaikitan,0.01
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,0.01
"Hanayaka Kana, Ware ga Ichizoku",0.01
Mamoru-kun wa Norowarete Shimatta!,0.01
Myself; Yourself,0.01
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,0.01
Chaos;Head Noah,0.01
Curse of the Amsterdam Diamond,0.01
PDC World Championship Darts 2008,0.01
Dokuro,0.01
Starry ? Sky: After Autumn,0.01
Dragon Quest X: All in One Package,0.01
Tiger Woods PGA Tour 2005,0.01
Slide Adventure: Mag Kid,0.01
My Little Baby,0.01
Smuggler's Run,0.01
Jan Sangoku Musou,0.01
Brothers Conflict: Precious Baby,0.01
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,0.01
Fatal Fury: Battle Archives Volume 1 (JP sales),0.01
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,0.01
Kamaitachi no Yoru 2: Tokubetsu Hen,0.01
CT Special Forces 2: Back in the Trenches,0.01
Durarara!! Relay,0.01
Root Double: Before Crime After Days,0.01
ef - a fairy tale of the two.,0.01
Sonic & All-Stars Racing Transformed,0.01
FairlyLife: MiracleDays,0.01
Goat Simulator,0.01
Death Connection Portable,0.01
Surf's Up,0.01
Rainbow Islands: Revolution,0.01
TimeShift,0.01
Rakushou! Pachi-Slot Sengen 4,0.01
Chaos;Child,0.01
Moe Moe 2-Ji Daisenryaku 2,0.01
Tsuyo Kiss 3 Portable,0.01
Championship Manager 2010,0.01
Moto Racer Advance,0.01
Dynasty Warriors: Eiketsuden,0.01
Duel Masters: Shadow of the Code,0.01
Freaky Flyers,0.01
The Chronicles of Riddick: Assault on Dark Athena,0.01
Happy Dance Collection,0.01
Army Men: Air Combat - The Elite Missions,0.01
Rally Championship,0.01
Binary Star,0.01
Conflict: Denied Ops,0.01
Legend of Kay Anniversary,0.01
Musou Tourou,0.01
Gakuen Hetalia,0.01
Really? Really! DS,0.01
Daiya no Kuni no Alice: Wonderful Mirror World,0.01
FlatOut: Ultimate Carnage,0.01
Touch Detective 3: Does Funghi Dream of Bananas?,0.01
Battlestations: Midway,0.01
Mario vs. Donkey Kong: Tipping Stars,0.01
Tringo,0.01
Jam Sessions: Sing and Play Guitar (jp sales),0.01
Cities: Skylines Snowfall,0.01
RalliSport Challenge(JP sales),0.01
Ultraman Fighting Evolution 3,0.01
Rondo of Swords (jp sales),0.01
Element Hunter,0.01
R.B.I. Baseball 2016,0.01
Greg Hastings' Tournament Paintball Max'd,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,0.01
Whac-A-Mole,0.01
Nakayoshi All-Stars: Mezase Gakuen Idol,0.01
Kamigami no Asobi InFinite,0.01
Fullmetal Alchemist: Prince of the Dawn,0.01
H2O+: Footprints in the Sand,0.01
Grooverider: Slot Car Thunder,0.01
Fashionable Puppy: Oshare na Koinu DS,0.01
Sekirei: Mirai Kara no Okurimono,0.01
Ultimate Board Game Collection,0.01
The Humans: Meet the Ancestors!,0.01
Jambo! Safari Animal Rescue,0.01
Dinotopia: The Sunstone Odyssey,0.01
Dungeons & Dragons: Neverwinter Nights - Complete,0.01
Idol Janshi Suchie-Pai IV,0.01
Natsuzora no Monologue,0.01
Kenka Banchou Portable,0.01
The Train Giant,0.01
Inversion,0.01
Monster Jam,0.01
Turbo: Super Stunt Squad,0.01
Ishin Renka: Ryouma Gaiden,0.01
NHL 2K7,0.01
Act of Aggression,0.01
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,0.01
Powerdrome,0.01
Fallout Anthology,0.01
Monster Bomber,0.01
Hakuouki: Shinsengumi Kitan,0.01
Fate/kaleid liner Prisma Illya,0.01
Young Justice: Legacy,0.01
Wand of Fortune,0.01
Arabians Lost: The Engagement on Desert,0.01
TrackMania Turbo,0.01
Minds and Mystery: 5 Game Pack,0.01
S.Y.K: Shinsetsu Saiyuuki Portable,0.01
Cross Edge Dash,0.01
"Crouching Tiger, Hidden Dragon",0.01
Meru Purana,0.01
Fullmetal Alchemist: Trading Card Game,0.01
Super Bubble Pop,0.01
Gobliiins 4,0.01
Akatsuki no Amaneka to Aoi Kyojin,0.01
Myst,0.01
John Daly's ProStroke Golf,0.01
Chaos;Child,0.01
Darkened Skye,0.01
Sakura-Sou no Pet na Kanojo,0.01
Cartoon Network Battle Crashers,0.01
Wand of Fortune: Mirai e no Prologue,0.01
Nova Usagi no Game de Ryuugaku!? DS,0.01
Heart no Kuni no Alice,0.01
San-X: Chara Sagashi Land,0.01
Petz: Hamsterz Life 2,0.01
Juiced 2: Hot Import Nights,0.01
Poker for Dummies,0.01
Super Dungeon Bros,0.01
Command & Conquer Renegade,0.01
Memories Off,0.01
Tenchu San Portable,0.01
Pippa Funnell 2: Farm Adventures,0.01
Ride,0.01
Vitamin X,0.01
The Wild West,0.01
thinkSMART: Chess for Kids,0.01
Saint Seiya Omega: Ultimate Cosmo,0.01
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,0.01
Dungeon Explorer: Warriors of Ancient Arts,0.01
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",0.01
Sherlock Holmes: The Devil's Daughter,0.01
Root Letter,0.01
River City Ransom SP,0.01
Aladdin Magic Racer,0.01
Shin Hayarigami 2,0.01
Teenage Mutant Ninja Turtles (3DS),0.01
Time Leap,0.01
The Godfather (JP sales),0.01
World Heroes Anthology,0.01
Ride 2,0.01
Ride 2,0.01
Art Academy: Home Studio,0.01
th!nk Logic Trainer,0.01
Colin McRae Rally 04,0.01
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",0.01
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,0.01
Routes PE,0.01
Railfan,0.01
SoniPro,0.01
Rugby World Cup 2015,0.01
Akatsuki no Goei Trinity,0.01
Tropico 3: Gold Edition,0.01
ESPN NBA 2Night 2002,0.01
Virtua Quest,0.01
Icewind Dale II,0.01
Golden Time: Vivid Memories,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,0.01
Dungeons 2,0.01
Tenjin Ranman: Happy GO Lucky!!,0.01
Pro Evolution Soccer 2010,0.01
Hoshigami: Ruining Blue Earth Remix,0.01
Carmageddon: Max Damage,0.01
Getsuei Gakuen: kou,0.01
Alone in the Dark,0.01
Rugby League Live 3,0.01
The Cages: Pro Style Batting Practice,0.01
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,0.01
Hotel Giant DS,0.01
Clive Barker's Jericho,0.01
Shin Sangoku Musou 4 Special,0.01
Grand Prix Legends,0.01
Bullet Soul: Tama Tamashii,0.01
G1 Jockey 4 2007,0.01
"Element Girl: Love, Fashion and Friends",0.01
Heart no Kuni no Alice: Wonderful Twin World,0.01
Assassin's Creed Chronicles,0.01
Madagascar: Escape 2 Africa,0.01
Wade Hixton's Counter Punch,0.01
MotoGP 14 ,0.01
Junjou Romanchika: Koi no Doki Doki Daisakusen,0.01
Sega Rally Revo,0.01
Superstars V8 Racing,0.01
Winning Eleven: Pro Evolution Soccer 2007,0.01
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,0.01
Farming Simulator 2014,0.01
"Horse Life 4: My Horse, My Friend, My Champion",0.01
Heart no Kuni no Alice,0.01
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,0.01
Juggler DS,0.01
Naruto Shippuden: Ultimate Ninja Storm Collection,0.01
Katekyoo Hitman Reborn! Kindan no Yami no Delta,0.01
Transformers: Prime,0.01
Amnesia Later,0.01
Outdoors Unleashed: Alaska 3D,0.01
Razor Freestyle Scooter,0.01
Vitamin Y,0.01
Egg Mania: Eggstreme Madness,0.01
Magicians Academy,0.01
Memories Off #5: Togireta Film,0.01
Luxor: Pharaoh's Challenge,0.01
The Eye of Judgment: Legends,0.01
Exstetra,0.01
Lucian Bee's: Resurrection Supernova,0.01
King's Bounty: Armored Princess,0.01
The Amazing Spider-Man (DS & Mobile Versions),0.01
Smart Boy's Winter Wonderland,0.01
Captain Rainbow,0.01
DoDonPachi Daifukkatsu: Black Label,0.01
Space Raiders,0.01
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",0.01
Ishin no Arashi: Shippuu Ryuumeden,0.01
Dengeki Gakuen RPG: Cross of Venus Special,0.01
Muv-Luv Alternative,0.01
Irotoridori no Sekai: World's End Re-Birth,0.01
Taishou x Alice: All in One,0.01
Transformers: Fall of Cybertron,0.01
